"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,9.192999221,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,6.861392983,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,5.777239084,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,6.486233951,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,3.369974427,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.765524045,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,5.968187251,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,6.263136295,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,2.460997175,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,0.012943583,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-5.762221898,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-12.933908436,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-6.113517389,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,-2.085237668,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,2.428114659,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,8.25769382,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,8.042974126,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,8.438593135,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,9.577551982,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,12.378786378,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,11.238746556,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,11.117671024,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,9.320906415,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,5.960009344,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,4.907950841,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,3.994314266,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,4.24628335,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,8.263883862,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,9.54976744,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,9.228090256,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,7.713279186,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,7.683130316,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.914726553,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,3.921101733,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,5.117751062,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,4.08566093,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,7.414384034,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,6.306599319,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,6.117065331,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,4.524423533,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,4.428795264,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.03215391,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,4.326189325,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,5.373309812,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,6.255758034,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,11.051091386,,
"TUR","Türkiye","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,7.233754818,,
